Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
gold_standard_high_single	RH|P|C23130_45	HydA	236	460	r__Root; d__Bacteria; p__Thermotogae; c__Thermotogae; o__Kosmotogales	1.0	142	2.1e-67	1.0	0.5455	0.297,0.2486,0.0
gold_standard_high_single	RH|P|C21997_125	HydA	212	452	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.0	157	1.3e-81	1.0	0.305	0.1388,0.1661,0.0
gold_standard_high_single	RH|P|C23107_76	HydA	82	310	r__Root	1.0	180	6.1e-40	1.0	2.4883	0.0584,1.3344,1.0955
gold_standard_high_single	RH|P|C21853_21	HydA	73	300	r__Root	1.0	180	2.8e-37	1.0	2.891	0.0001,1.7955,1.0955
gold_standard_high_single	RH|P|C23538_79	HydA	81	310	r__Root	1.0	180	3.2e-38	1.0	2.3313	0.0001,1.2358,1.0955
gold_standard_high_single	RH|P|C33691_78	HydA	74	310	r__Root	1.0	180	6e-31	1.0	2.4184	0.0001,1.3228,1.0955
gold_standard_high_single	RH|P|C36192_23	HydA	231	466	r__Root; d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	1.0	88	2.2e-69	1.0	0.4049	0.1157,0.2892,0.0
gold_standard_high_single	RH|P|C12707_47	HydA	228	461	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	1.0	93	3.3e-70	1.0	0.0002	0.0001,0.0001,0.0
gold_standard_high_single	RH|P|C22611_1	HydA	166	407	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	99	3.1e-75	1.0	0.431	0.2249,0.2061,0.0
gold_standard_high_single	RH|P|C36988_67	HydA	241	482	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.0	107	1.8e-87	1.0	0.2833	0.1568,0.1265,0.0
gold_standard_high_single	RH|P|C33770_14	HydA	74	302	r__Root	1.0	180	3.5e-46	1.0	2.3796	0.0001,1.2841,1.0955
gold_standard_high_single	RH|P|C38526_72	HydA	74	308	r__Root	1.0	180	4.6e-21	1.0	2.7283	0.0001,1.6327,1.0955
gold_standard_high_single	RH|P|C8383_5	HydA	74	305	r__Root	1.0	180	1.7e-23	1.0	2.9407	0.0001,1.8451,1.0955
gold_standard_high_single	RH|P|C4780_70	HydA	153	396	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	99	8e-73	1.0	0.355	0.1408,0.2142,0.0
gold_standard_high_single	RH|P|C11012_15	HydA	214	453	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.0	157	6.8e-82	1.0	0.2496	0.1258,0.1238,0.0
gold_standard_high_single	RH|P|C30501_49	HydA	1	200	r__Root	1.0	180	9.4e-15	1.0	4.0472	0.0001,2.9517,1.0955
gold_standard_high_single	RH|P|C7115_36	HydA	74	311	r__Root	1.0	180	2.1e-23	1.0	2.9177	0.2087,1.6135,1.0955
gold_standard_high_single	RH|P|C7595_6	HydA	153	396	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0	99	3.3e-74	1.0	0.3325	0.1501,0.1825,0.0
gold_standard_high_single	RH|P|C12612_41	HydA	211	448	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	135	6.6e-79	0.5000165186	0.7021	0.0001,0.4439,0.2581
gold_standard_high_single	RH|P|C12745_39	HydA	212	448	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	156	1e-81	1.0	0.3562	0.1516,0.2046,0.0
gold_standard_high_single	RH|P|C5125_164	HydA	74	307	r__Root	1.0	180	1.6e-22	1.0	3.2235	0.0201,2.1079,1.0955
gold_standard_high_single	RH|P|C12745_37	HydA	73	308	r__Root	1.0	180	2.9e-44	1.0	2.3921	0.0001,1.2966,1.0955
gold_standard_high_single	RH|P|C15298_241	HydA	73	304	r__Root	1.0	180	9.5e-41	1.0	2.7498	0.0001,1.6543,1.0955
gold_standard_high_single	RH|P|C3865_315	HydA	210	444	r__Root; d__Bacteria; p__Firmicutes	1.0	99	3.4e-71	0.9751336311	0.8345	0.477,0.3574,0.0
gold_standard_high_single	RH|P|C34665_450	HydA	234	469	r__Root; d__Bacteria; p__Thermotogae; c__Thermotogae	1.0	142	5.4e-72	1.0	0.691	0.2874,0.4037,0.0
gold_standard_high_single	RH|P|C13387_38	HydA	75	314	r__Root	1.0	180	4.5e-16	1.0	3.1682	0.0001,2.0726,1.0955
gold_standard_high_single	RH|P|C24658_13	HydA	72	304	r__Root	1.0	180	2.8e-36	1.0	2.5293	0.3203,1.1135,1.0955
gold_standard_high_single	RH|P|C4413_6	HydA	229	471	r__Root; d__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Brachyspirales	1.0	89	6.7e-69	1.0	0.4453	0.2015,0.2438,0.0
gold_standard_high_single	RH|P|C15898_6	HydA	27	270	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0	99	3.7e-74	1.0	0.3417	0.1467,0.195,0.0
gold_standard_high_single	RH|P|C26275_30	HydA	222	461	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0	150	2.4e-81	0.9030305449	0.1687	0.0793,0.0895,0.0
gold_standard_high_single	RH|P|C13387_42	HydA	74	305	r__Root	1.0	180	1.2e-24	1.0	3.3092	0.0001,2.2137,1.0955
gold_standard_high_single	RH|P|C27476_156	HydA	74	313	r__Root	1.0	180	7.5e-26	1.0	2.3897	0.0001,1.2942,1.0955
gold_standard_high_single	RH|P|C37883_53	HydA	73	307	r__Root	1.0	180	9.5e-33	1.0	2.409	0.0001,1.3135,1.0955
gold_standard_high_single	RH|P|C41494_37	HydA	232	474	r__Root; d__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Brachyspirales	1.0	89	8.8e-70	1.0	0.4911	0.2069,0.2842,0.0
gold_standard_high_single	RH|P|C18155_46	HydA	129	371	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	99	5.3e-75	1.0	0.5458	0.2241,0.3217,0.0
gold_standard_high_single	RH|P|C31268_77	HydA	229	469	r__Root; d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales	1.0	102	2e-79	0.7470742189	0.3479	0.1941,0.1538,0.0
gold_standard_high_single	RH|P|C35780_74	HydA	75	312	r__Root	1.0	180	1e-36	1.0	2.2757	0.0591,1.1211,1.0955
gold_standard_high_single	RH|P|C34059_5	HydA	76	308	r__Root	1.0	180	1.6e-20	1.0	2.9463	0.0001,1.8508,1.0955
gold_standard_high_single	RH|P|C12612_39	HydA	72	303	r__Root	1.0	180	4.7e-41	1.0	2.5887	0.0553,1.4379,1.0955
gold_standard_high_single	RH|P|C27366_71	HydA	76	300	r__Root	1.0	180	9e-31	1.0	2.8807	0.0001,1.7851,1.0955
gold_standard_high_single	RH|P|C20554_93	HydA	73	305	r__Root	1.0	180	9.2e-49	1.0	2.2965	0.0001,1.201,1.0955
gold_standard_high_single	RH|P|C35163_2	HydA	165	405	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	99	8.7e-74	1.0	0.7034	0.2929,0.4104,0.0
gold_standard_high_single	RH|P|C8874_27	HydA	233	474	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.0	119	6.8e-88	1.0	0.2915	0.1969,0.0946,0.0
gold_standard_high_single	RH|P|C30147_145	HydA	74	310	r__Root	1.0	180	5.5e-29	1.0	2.4027	0.0001,1.3072,1.0955
gold_standard_high_single	RH|P|C20554_28	HydA	82	314	r__Root	1.0	180	1.9e-23	1.0	3.3393	0.0001,2.2437,1.0955
gold_standard_high_single	RH|P|C8375_3	HydA	228	462	r__Root; d__Bacteria; p__Bacteroidetes; c__Bacteroidia	1.0	88	2.8e-65	1.0	0.7712	0.3711,0.4002,0.0
gold_standard_high_single	RH|P|C13604_45	HydA	131	373	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	99	1.6e-75	1.0	0.578	0.2375,0.3405,0.0
gold_standard_high_single	RH|P|C33803_91	HydA	221	460	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0	150	8.3e-80	1.0	0.2245	0.0601,0.1645,0.0
gold_standard_high_single	RH|P|C41979_15	HydA	73	303	r__Root	1.0	180	1.1e-46	1.0	2.2423	0.0001,1.1467,1.0955
gold_standard_high_single	RH|P|C34728_27	HydA	86	316	r__Root	1.0	180	5.5e-49	1.0	2.1449	0.0001,1.0493,1.0955
gold_standard_high_single	RH|P|C11787_58	HydA	73	302	r__Root	1.0	180	2.8e-48	1.0	2.3151	0.0873,1.1323,1.0955
gold_standard_high_single	RH|P|C34632_23	HydA	119	361	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	99	1.8e-70	1.0	0.5749	0.2012,0.3737,0.0
gold_standard_high_single	RH|P|C4893_76	HydA	73	299	r__Root	1.0	180	5.7e-40	1.0	2.3199	0.0001,1.2244,1.0955
gold_standard_high_single	RH|P|C18596_148	HydA	1	234	r__Root	1.0	180	7.2e-24	1.0	2.965	0.0001,1.8695,1.0955
gold_standard_high_single	RH|P|C12745_42	HydA	74	313	r__Root	1.0	180	7.6e-25	1.0	2.4539	0.0001,1.3583,1.0955
gold_standard_high_single	RH|P|C13920_93	HydA	118	360	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	99	1.2e-70	1.0	0.6023	0.2606,0.3417,0.0
gold_standard_high_single	RH|P|C18666_90	HydA	229	469	r__Root; d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae	1.0	102	7.8e-84	1.0	0.1739	0.0823,0.0916,0.0
gold_standard_high_single	RH|P|C27476_159	HydA	212	448	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.0	156	3.8e-83	1.0	0.2995	0.1217,0.1777,0.0
gold_standard_high_single	RH|P|C32500_120	HydA	82	319	r__Root	1.0	180	1.1e-20	1.0	3.478	0.376,2.0065,1.0955
gold_standard_high_single	RH|P|C17622_329	HydA	81	305	r__Root	1.0	180	7.8e-22	1.0	3.2906	0.0351,2.1599,1.0955
gold_standard_high_single	RH|P|C27476_161	HydA	73	307	r__Root	1.0	180	6.3e-44	1.0	2.3743	0.0001,1.2788,1.0955
gold_standard_high_single	RH|P|C32188_37	HydA	91	389	r__Root; d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales	1.0	8	4.1e-81	0.5522507713	0.365	0.1114,0.2536,0.0
gold_standard_high_single	RH|P|C30654_162	HydA	149	451	r__Root	1.0	59	4.2e-83	0.8460053262	0.6293	0.0214,0.1846,0.4232
gold_standard_high_single	RH|P|C30071_18	HydA	81	386	r__Root	1.0	58	1.6e-81	1.0	0.5288	0.0115,0.1623,0.355
gold_standard_high_single	RH|P|C41623_65	HydA	146	447	r__Root	1.0	58	4.9e-84	0.6959015418	0.5645	0.042,0.1675,0.355
gold_standard_high_single	RH|P|C6603_38	HydA	223	530	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	61	6.2e-84	0.5540021417	0.4079	0.1956,0.2124,0.0
gold_standard_high_single	RH|P|C15571_60	HydA	229	524	r__Root; d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	1.0	72	3.3e-82	1.0	0.3332	0.1078,0.2254,0.0
gold_standard_high_single	RH|P|C41632_150	HydA	229	524	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	71	3.5e-81	0.7511130696	0.4586	0.2338,0.2248,0.0
gold_standard_high_single	RH|P|C4231_17	HydA	222	514	r__Root	1.0	79	2.5e-81	1.0	0.7699	0.0335,0.3342,0.4022
gold_standard_high_single	RH|P|C18646_466	HydA	125	416	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	1.0	57	3e-77	1.0	0.3522	0.0985,0.1478,0.1059
gold_standard_high_single	RH|P|C12303_26	HydA	144	450	r__Root	1.0	58	6.3e-82	1.0	0.5365	0.0161,0.1654,0.355
gold_standard_high_single	RH|P|C26077_9	HydA	228	536	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	66	2.7e-83	1.0	0.4003	0.0486,0.1728,0.179
gold_standard_high_single	RH|P|C13387_32	HydA	229	524	r__Root; d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	1.0	72	1.2e-82	1.0	0.1619	0.1085,0.0535,0.0
gold_standard_high_single	RH|P|C21591_47	HydA	222	514	r__Root	1.0	79	1.3e-82	1.0	0.707	0.0367,0.2681,0.4022
gold_standard_high_single	RH|P|C18830_19	HydA	222	517	r__Root; d__Bacteria; p__Proteobacteria	1.0	30	1.9e-81	1.0	0.6243	0.1039,0.3374,0.183
gold_standard_high_single	RH|P|C2938_3	HydA	92	391	r__Root; d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae	1.0	8	2.7e-81	1.0	0.2553	0.0956,0.1597,0.0
gold_standard_high_single	RH|P|C17137_82	HydA	256	577	r__Root	1.0	58	2.1e-73	1.0	0.7349	0.0367,0.3432,0.355
gold_standard_high_single	RH|P|C36596_151	HydA	229	522	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.0	61	2.1e-88	1.0	0.2467	0.1501,0.0966,0.0
gold_standard_high_single	RH|P|C28202_93	HydA	229	530	r__Root; d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	1.0	72	7e-82	1.0	0.2817	0.1254,0.1563,0.0
gold_standard_high_single	RH|P|C26742_273	HydA	222	515	r__Root	1.0	79	1.2e-78	0.6715611854	0.7896	0.0467,0.3407,0.4022
gold_standard_high_single	RH|P|C12398_32	HydA	138	432	r__Root; d__Bacteria	1.0	76	2.1e-71	0.5273870032	0.6376	0.0435,0.3587,0.2355
gold_standard_high_single	RH|P|C39550_445	HydA	121	412	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	1.0	57	2.4e-80	1.0	0.3151	0.1123,0.0969,0.1059
gold_standard_high_single	RH|P|C37403_59	HydA	220	538	r__Root	1.0	58	6.2e-77	0.5066312212	0.7191	0.0276,0.3365,0.355
gold_standard_high_single	RH|P|C35097_54	HydA	222	528	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	61	6.4e-78	0.5409734839	0.5168	0.2017,0.315,0.0
gold_standard_high_single	RH|P|C34180_3	HydA	240	535	r__Root; d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	1.0	72	1.9e-81	1.0	0.1846	0.1216,0.063,0.0
gold_standard_high_single	RH|P|C24281_14	HydA	93	392	r__Root; d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae	1.0	8	1.3e-77	1.0	0.2755	0.0847,0.1908,0.0
gold_standard_high_single	RH|P|C24861_7	HydA	222	528	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	61	3.8e-80	1.0	0.3851	0.1717,0.2133,0.0
gold_standard_high_single	RH|P|C13387_45	HydA	228	536	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	66	4.6e-84	1.0	0.41	0.0476,0.1833,0.179
gold_standard_high_single	RH|P|C40518_21	HydA	101	443	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales	1.0	36	9.7e-67	1.0	0.4571	0.1392,0.3179,0.0
gold_standard_high_single	RH|P|C3865_56	HydA	144	452	r__Root	1.0	58	6.1e-81	1.0	0.5176	0.0203,0.1423,0.355
gold_standard_high_single	RH|P|C26453_33	HydA	146	447	r__Root	1.0	58	1.8e-82	0.6290487302	0.5618	0.0436,0.1632,0.355
gold_standard_high_single	RH|P|C92_98	HydA	138	432	r__Root; d__Bacteria	1.0	76	4e-80	0.557791485	0.5711	0.0451,0.2905,0.2355
gold_standard_high_single	RH|P|C40518_20	HydA	231	529	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	66	1e-84	0.8816700253	0.3982	0.0488,0.1704,0.179
gold_standard_high_single	RH|P|C21910_540	HydA	121	412	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	1.0	57	1.8e-81	1.0	0.3154	0.1163,0.0932,0.1059
gold_standard_high_single	RH|P|C31583_17	HydA	149	451	r__Root	1.0	58	2.7e-82	0.4690013252	0.581	0.0396,0.1864,0.355
gold_standard_high_single	RH|P|C21479_63	HydA	96	397	r__Root; d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae	1.0	7	4e-79	1.0	0.1165	0.0636,0.0529,0.0
gold_standard_high_single	RH|P|C19551_53	HydA	287	582	r__Root; d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales	1.0	69	2.9e-76	0.5328179359	0.4896	0.1358,0.3538,0.0
gold_standard_high_single	RH|P|C34517_75	HydA	125	416	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	1.0	57	1.6e-74	1.0	0.3541	0.1017,0.1466,0.1059
gold_standard_high_single	RH|P|C11611_64	HydA	101	392	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	1.0	54	8e-79	1.0	0.0047	0.0046,0.0001,0.0
gold_standard_high_single	RH|P|C16787_69	HydA	99	392	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	1.0	57	5.6e-80	1.0	0.3278	0.1056,0.1163,0.1059
gold_standard_high_single	RH|P|C18819_7	HydA	324	620	r__Root; d__Bacteria	1.0	73	9.7e-80	1.0	0.5962	0.0192,0.3502,0.2267
gold_standard_high_single	RH|P|C41394_463	HydA	125	416	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	1.0	57	2.8e-77	1.0	0.3522	0.0985,0.1478,0.1059
gold_standard_high_single	RH|P|C8204_14	HydA	229	522	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.0	61	5.4e-87	1.0	0.2631	0.1595,0.1035,0.0
gold_standard_high_single	RH|P|C22445_87	HydA	230	525	r__Root; d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	1.0	72	3.9e-81	1.0	0.1602	0.0727,0.0875,0.0
gold_standard_high_single	RH|P|C34665_385	HydA	222	516	r__Root	1.0	27	1.4e-88	1.0	0.5216	0.0509,0.2001,0.2706
gold_standard_high_single	RH|P|C16179_2	HydA	229	525	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	71	3.6e-79	1.0	0.5561	0.1925,0.3635,0.0
gold_standard_high_single	RH|P|C27366_80	HydA	220	501	r__Root; d__Bacteria; p__Thermotogae; c__Thermotogae; o__Thermotogales	1.0	2	9.3e-83	1.0	0.358	0.1918,0.1663,0.0
gold_standard_high_single	RH|P|C11806_382	HydA	224	513	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0	42	1.1e-81	1.0	0.187	0.019,0.0798,0.0882
gold_standard_high_single	RH|P|C16337_481	HydA	125	416	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	1.0	57	2.2e-76	1.0	0.4174	0.086,0.2255,0.1059
gold_standard_high_single	RH|P|C27476_149	HydA	226	515	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	61	2e-86	0.9395904027	0.4215	0.1982,0.2232,0.0
gold_standard_high_single	RH|P|C23515_228	HydA	224	511	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	66	8.4e-81	0.9832787107	0.6982	0.0304,0.4888,0.179
gold_standard_high_single	RH|P|C41330_62	HydA	8	296	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	71	8.9e-78	1.0	0.4092	0.1715,0.2377,0.0
gold_standard_high_single	RH|P|C5542_30	HydA	223	513	r__Root; d__Bacteria	1.0	77	1.8e-84	0.6988764421	0.6177	0.0187,0.3163,0.2827
gold_standard_high_single	RH|P|C29378_39	HydA	162	405	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	99	1.7e-73	1.0	0.3868	0.2207,0.1661,0.0
gold_standard_high_single	RH|P|C38304_20	HydA	109	396	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.0	32	1e-83	0.5773794986	0.2649	0.1177,0.1472,0.0
gold_standard_high_single	RH|P|C23107_77	HydA	224	513	r__Root	1.0	79	7.3e-82	0.9526328729	0.7952	0.0173,0.3757,0.4022
gold_standard_high_single	RH|P|C15486_20	HydA	226	515	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	61	4.5e-86	1.0	0.4974	0.1849,0.3125,0.0
gold_standard_high_single	RH|P|C29760_5	HydA	228	518	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0	68	7.7e-89	1.0	0.1486	0.0621,0.0865,0.0
gold_standard_high_single	RH|P|C27958_62	HydA	8	296	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	71	9.3e-78	1.0	0.4092	0.1715,0.2377,0.0
gold_standard_high_single	RH|P|C29526_5	HydA	223	512	r__Root	1.0	84	4.5e-83	0.9998489974	1.002	0.0305,0.4024,0.5691
gold_standard_high_single	RH|P|C40491_96	HydA	107	396	r__Root; d__Bacteria	1.0	35	3.6e-85	1.0	0.4169	0.0569,0.1795,0.1804
gold_standard_high_single	RH|P|C1026_892	HydA	229	518	r__Root	1.0	59	4.2e-89	0.5273621575	0.6708	0.0016,0.2459,0.4232
gold_standard_high_single	RH|P|C6108_746	HydA	125	416	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	1.0	57	6.1e-79	1.0	0.3846	0.0892,0.1895,0.1059
gold_standard_high_single	RH|P|C13114_522	HydA	125	416	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	1.0	57	1.6e-75	1.0	0.4401	0.0827,0.2515,0.1059
gold_standard_high_single	RH|P|C34931_128	HydA	225	515	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.0	61	9.2e-89	1.0	0.1264	0.0296,0.0968,0.0
gold_standard_high_single	RH|P|C3865_177	HydA	228	517	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	66	1e-87	0.6587958859	0.4432	0.0355,0.2287,0.179
gold_standard_high_single	RH|P|C13207_6	HydA	229	519	r__Root; d__Bacteria	1.0	75	3.9e-87	0.8035812758	0.4461	0.0232,0.2067,0.2162
gold_standard_high_single	RH|P|C8199_71	HydA	230	519	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	71	1.1e-88	1.0	0.3687	0.1456,0.223,0.0
gold_standard_high_single	RH|P|C29639_22	HydA	228	517	r__Root	1.0	79	2.8e-82	0.9893683686	0.7954	0.0175,0.3758,0.4022
gold_standard_high_single	RH|P|C24783_52	HydA	152	395	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	99	6.9e-75	1.0	0.4	0.1912,0.2088,0.0
gold_standard_high_single	RH|P|C27425_200	HydA	104	393	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.0	33	7.3e-81	1.0	0.2559	0.0603,0.1957,0.0
gold_standard_high_single	RH|P|C24010_50	HydA	224	513	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0	47	1.8e-86	0.63262059	0.1512	0.0092,0.064,0.078
gold_standard_high_single	RH|P|C4838_375	HydA	121	412	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	1.0	57	1.3e-81	1.0	0.3736	0.0932,0.1745,0.1059
gold_standard_high_single	RH|P|C27364_186	HydA	121	412	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	1.0	57	1.2e-81	1.0	0.3736	0.0932,0.1745,0.1059
gold_standard_high_single	RH|P|C30147_138	HydA	228	517	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	60	2.2e-83	0.9650689244	0.3486	0.0785,0.2701,0.0
gold_standard_high_single	RH|P|C8652_7	HydA	221	511	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia	1.0	66	1.5e-92	1.0	0.4	0.0266,0.1944,0.179
gold_standard_high_single	RH|P|C29598_20	HydA	227	516	r__Root; d__Bacteria; p__Firmicutes	1.0	70	5.2e-92	0.5755795628	0.3725	0.0327,0.1849,0.1549
gold_standard_high_single	RH|P|C1026_855	HydA	231	520	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.0	71	1.4e-92	1.0	0.3326	0.1435,0.1891,0.0
gold_standard_high_single	RH|P|C19451_177	HydA	223	512	r__Root; d__Bacteria	1.0	76	1e-85	1.0	0.5571	0.0501,0.2715,0.2355
gold_standard_high_single	RH|P|C30628_25	HydA	154	397	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0	99	1.7e-71	1.0	0.3033	0.1316,0.1717,0.0
gold_standard_high_single	RH|P|C26728_45	HydA	223	512	r__Root	1.0	79	5.6e-87	0.9518018961	0.6962	0.0251,0.2689,0.4022
gold_standard_high_single	RH|P|C13143_26	HydA	220	507	r__Root	1.0	52	8.9e-84	1.0	0.5145	0.207,0.3076,0.0
gold_standard_high_single	RH|P|C16352_8	HydA	225	515	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.0	61	4.6e-88	1.0	0.2775	0.1698,0.1076,0.0
gold_standard_high_single	RH|P|C18651_20	HydA	245	533	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	67	3.4e-83	1.0	0.4059	0.2169,0.189,0.0
gold_standard_high_single	RH|P|C32403_298	HydA	230	519	r__Root; d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae	1.0	69	5.6e-90	0.9737683219	0.2712	0.1703,0.1009,0.0
gold_standard_high_single	RH|P|C27843_21	HydA	228	519	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae	1.0	28	3.3e-82	1.0	0.2832	0.0916,0.1916,0.0
gold_standard_high_single	RH|P|C20799_9	HydA	225	514	r__Root; d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0	49	1.4e-81	1.0	0.4343	0.0881,0.2071,0.1392
